qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
22,200,14472,1953,12084,212,19287,54,0,31629,68360,426465,4957,558357,4784,483146,281276,633279,482791
23,200,19147,2762,15870,211,20316,54,0,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,200,15275,2133,12695,210,21058,54,0,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,200,15089,2068,12577,209,19963,53,0,719083,87978,292469,814403,381318,514619,514508,292181,814205,465858
26,200,14644,2074,12140,210,20983,54,0,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,200,15193,2155,12592,209,19878,53,0,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,200,16275,2437,13351,212,20931,54,0,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
29,200,14679,1871,12343,217,18038,55,0,5453,555262,555280,556974,793183,792959,640564,678014,638091,715416
30,200,15455,2164,12827,211,20306,54,0,534527,540700,825845,528396,172473,551649,826344,140175,599948,736536
31,200,14583,2109,12020,211,21261,54,0,5559,4995,4962,5330,4870,401179,401031,703702,401938,749867
32,200,19561,2847,16182,207,19839,53,0,5300,330332,69173,70085,497454,133114,787559,684695,502522,724669
33,200,17391,2408,14499,210,19312,54,0,995079,994843,676916,994880,996246,676649,615911,39929,100515,646457
34,200,14432,2122,11881,211,21091,54,0,149480,154168,540894,188171,364563,238380,845487,364021,707409,68317
35,200,14367,2168,11765,208,21008,53,0,5841,5866,6707,845383,392768,76102,791495,641127,393434,15970
36,200,14162,2143,11580,209,21916,53,0,5842,5867,6708,76101,72420,316027,707838,580180,72336,685009
37,200,14385,1932,12015,209,19208,53,0,5184,35716,808138,33766,107024,925739,745448,4997,441231,190336
38,200,15892,2302,13130,210,20157,54,0,5023,5500,5177,6187,5341,978240,137232,284610,160369,173565
39,200,14511,1998,12075,212,19750,54,0,720244,477601,750411,690413,415493,587405,869342,689683,458649,23749
40,200,13858,2108,11329,212,20541,54,0,8307,4773,4867,5214,5163,678598,474658,736313,632378,379937
41,200,14691,1986,12279,209,18586,53,0,672663,950473,995354,543266,304642,807850,832734,924202,877285,707109
42,200,13068,1888,10791,209,20706,53,0,353533,279441,312344,280744,356305,684403,106646,176619,112971,325817
43,200,13135,1939,10783,209,21644,53,0,6302,5144,698353,698380,323021,695647,903061,700737,113009,178109
44,200,13799,1861,11541,212,18987,54,0,754244,740214,477919,754136,379564,477668,669498,994393,746174,734963
45,200,15032,2133,12459,212,19827,54,0,339510,341048,103857,175843,339933,780322,21980,826999,482497,827163
46,200,13762,1863,11469,213,19622,54,0,5880,657906,750523,997994,417152,998162,289779,478548,369606,535790
47,200,14965,2225,12269,208,21333,54,0,676288,88744,575286,112116,395011,866052,138708,389019,5641,129673
48,200,14112,1941,11722,209,19552,53,0,5213,104988,5750,122253,151333,151236,151506,287220,533961,68544
49,200,12507,1593,10529,209,18950,53,0,5084,189094,79548,789068,168390,79696,789691,5138,79580,296791
50,200,18705,2668,15542,210,20013,54,0,5653,5012,6627,412765,412388,29422,356987,575049,238731,758834
51,200,14348,1984,11935,212,19733,54,0,6123,6192,571827,571831,863669,774030,86102,898134,56891,405826
52,200,14251,2033,11798,212,20932,54,0,353210,352562,339633,781593,892861,781199,315815,517274,336721,541539
53,200,13196,1948,10838,213,20755,54,0,351987,233832,339510,8612,323246,745960,745993,459172,101249,862947
54,200,13246,1574,11278,213,16850,54,0,112794,113250,446585,411892,870851,863411,906435,952895,603713,667019
55,200,12686,1536,10763,209,16885,53,0,228527,235088,38460,39257,683190,38490,39351,38397,583247,427728
56,200,13853,2021,11438,213,21036,54,0,308262,79553,307829,279070,279393,419768,84208,312604,79528,105292
57,200,14649,2029,12189,212,20806,54,0,966916,556125,5211,966411,469634,214355,225733,916109,562323,469532
58,200,18393,2630,15229,208,20163,53,0,7237,626572,716064,536562,381601,172684,237441,949157,383164,462136
59,200,20714,2690,17461,217,17561,55,0,6834,6316,6612,768167,672413,768289,672523,830147,673996,830132
60,200,21098,3082,17461,213,21368,55,0,5278,421775,615794,411641,509171,864283,227388,336785,399367,311418
61,200,13845,1849,11570,211,18387,54,0,8402,777151,8564,101592,47079,566368,103322,848323,816034,781951
62,200,20283,2451,17279,213,16274,54,0,6560,838412,838648,838480,655178,825006,449099,890256,423938,654280
63,200,21269,2927,17782,213,19148,54,0,6321,6413,5989,7094,439221,694080,590708,682414,989396,512491
64,200,20928,2706,17658,212,17299,54,0,5635,476004,848657,617044,641183,546683,675309,397755,422008,901459
65,200,20799,2928,17315,212,19419,54,0,992978,6405,782307,606380,52188,869634,576180,781821,569962,157002
66,200,28622,2819,25266,212,17774,54,0,5390,5669,686362,7346,376423,414228,7758,53298,102274,997979
67,200,17028,2282,14270,213,18564,54,0,37790,38036,213670,48146,335382,543283,538358,994346,38802,520776
68,200,16680,2266,13930,217,19789,55,0,745206,475045,743583,814150,734709,477883,814152,528107,323185,741851
69,200,20550,3084,16893,210,20798,54,0,956344,511904,229951,231693,778803,458570,322838,634609,239136,465284
70,200,20927,2735,17628,213,17318,54,0,6124,6430,5912,768112,541740,6804,655162,768142,543487,768033
71,200,32307,2912,28835,213,17928,54,0,5826,5885,754927,795689,795787,399103,5155,887421,217444,496198
72,200,25040,3204,21280,209,21938,53,0,448667,57922,699496,906834,198752,277568,700028,226993,753746,703272
73,200,20969,3041,17386,209,19202,53,0,6853,190271,405640,470408,86188,573991,986963,574996,88691,256424
74,200,22863,3518,18767,216,21532,56,0,7364,353104,426975,437048,314481,426817,548275,724824,831381,55790
75,200,21716,3118,18035,209,20101,53,0,6553,874762,937405,106343,823106,7616,481177,952748,335363,456105
76,200,15026,2007,12568,208,19020,53,0,120210,218377,324333,194189,273005,203370,267648,284144,890258,821033
77,200,15003,2249,12312,209,20002,53,0,908325,322937,581325,988313,907550,30911,32969,171405,468269,87779
78,200,14279,2072,11772,209,20799,53,0,544739,924921,547884,464954,465039,496766,464949,151237,730884,92163
79,200,13393,1878,11124,222,19036,57,0,6070,919617,138184,8069,5967,673324,8486,411888,118923,674756
80,200,14263,2021,11809,209,19723,53,0,7451,591140,7188,900930,610680,918058,588905,420058,870629,66816
81,200,14318,2252,11614,209,21038,53,0,833230,840245,986179,223910,800817,603552,888353,834026,11237,830564
82,200,13571,2048,11110,209,21034,53,0,177759,31395,280953,127248,806288,522375,679265,210676,154577,196602
83,200,13342,1742,11187,211,19489,54,0,296270,6005,714059,847922,414280,74493,40878,6778,566213,905839
84,200,13035,1892,10739,211,21398,54,0,8894,227733,32475,216176,280838,711937,469776,299339,351328,215822
85,200,14218,1714,12077,209,16226,53,0,754930,419010,802125,797123,479889,479823,479638,208081,409350,480026
86,200,13146,1614,11130,209,17335,53,0,807714,642062,73061,910669,900912,424719,253067,808513,526166,114829
87,200,12386,1481,10500,212,16641,54,0,7722,526037,297056,39337,643125,282502,521335,417700,642572,820955
88,200,14066,1743,11934,212,17703,54,0,7098,39462,38464,6901,38545,38522,38386,8899,7065,38240
89,200,14244,1981,11830,213,18995,54,0,7627,754531,811323,7118,823542,825274,187888,386717,521135,825058
90,200,12555,1660,10506,213,17638,54,0,9258,9417,84465,821939,815480,815326,85967,815425,85193,815524
91,200,13291,1711,11174,209,17371,53,0,439826,648328,57569,707795,187329,802478,876763,407337,783564,910423
92,200,13020,1872,10754,209,20176,53,0,8356,7797,511325,806838,792323,349404,183768,956233,942656,863588
93,200,15251,2133,12668,212,19708,54,0,991587,437379,338664,742678,742597,742556,311426,826938,963357,196106
94,200,13355,1639,11304,213,17207,54,0,8419,37970,986478,962974,857588,985312,616609,856493,875276,478217
95,200,14478,2074,11980,209,19670,53,0,849118,664898,691386,332322,298797,916928,785689,332566,625082,312589
96,200,14379,2119,11822,208,20807,53,0,436416,309650,203122,267400,656723,519686,354583,307804,518456,24937
97,200,17069,2401,14181,211,18966,54,0,8825,807683,84825,84157,57297,381144,260607,397268,202377,266655
98,200,14256,1890,11945,216,18026,55,0,112511,911693,768297,896881,37844,37993,39076,793629,280557,207803
99,200,14691,2021,12222,208,19086,53,0,8082,440321,753623,8782,368453,637319,753679,155524,369366,305493
100,200,13670,1934,11339,210,19988,54,0,223309,215818,21005,20974,282663,505511,216313,389863,422050,295600
101,200,14136,1784,11946,213,18556,54,0,5155,475714,9057,474709,410967,475613,411704,7262,5634,7736
102,200,13039,1965,10660,209,20675,53,0,365106,417922,752491,67539,832128,512012,411506,230201,746945,611807
103,200,12897,1807,10695,213,19295,54,0,642707,614360,851333,641279,122290,141685,869694,869927,566430,933239
104,200,12993,1700,10912,209,18832,53,0,579263,56621,378772,433603,852805,52434,729303,442929,547337,378181
105,200,12414,1564,10473,209,18583,53,0,51078,513558,188640,688022,304448,942858,55175,729640,901495,329585
106,200,13550,1773,11387,217,19060,55,0,908531,116079,112707,987365,845979,215969,79463,427847,556067,715617
107,200,14667,1838,12400,214,17967,55,0,52534,600518,8265,904970,847814,541717,116316,115625,536117,814425
108,200,13823,1704,11705,214,17086,55,0,39450,38552,512718,39420,425578,38348,38544,512415,424420,38446
109,200,13946,1828,11692,211,19035,54,0,9090,583428,700826,118740,556525,56783,661238,534160,650728,78573
110,200,13957,1754,11789,214,18506,55,0,207205,963129,814168,920261,615958,709915,971556,822348,535037,822276
111,200,15146,2303,12394,212,21751,54,0,470540,707760,474579,470424,730156,741600,805586,101510,99614,254329
112,200,12686,1473,10819,209,16613,53,0,8601,52018,768763,413638,643701,835702,829592,99401,769089,259924
113,200,14462,2110,11915,213,20667,54,0,414105,384488,736229,875866,32755,248419,735948,32618,32069,332146
114,200,15332,1900,12974,209,17615,53,0,553796,52639,412275,52731,388037,65808,421783,52211,439059,413656
115,200,15669,2368,12823,213,21636,54,0,706821,370872,9236,678197,915850,946259,951029,472205,517794,474285
116,200,13760,1619,11719,213,17186,54,0,38575,477514,477193,666864,37980,540200,38114,539693,39202,218485
117,200,13190,1968,10815,211,22610,54,0,696572,165045,8874,965307,150517,697607,164963,166667,17615,118601
118,200,13790,2036,11342,213,20846,54,0,519634,679323,250015,213452,679140,122449,122433,980853,531692,532445
119,200,13267,1556,11301,217,17242,55,0,8931,918586,260473,888936,425577,808949,426334,539903,910555,512857
120,200,13494,1999,11091,213,20454,54,0,881091,148093,494731,139144,245891,685691,8639,161334,166826,545686
121,200,14313,2042,11831,209,19306,53,0,782263,576208,341866,65052,801400,967121,1985,350303,533622,985621
122,200,13356,1863,11092,213,20334,55,0,8307,8409,5214,4773,474658,474697,4867,854607,352379,352902
123,200,13556,1648,11500,212,18182,54,0,643195,655877,518175,770352,42259,42255,8108,931153,8497,616134
124,200,14930,2047,12456,213,19138,54,0,103994,89140,311515,91969,469622,482505,280016,43944,768536,298447
125,200,14160,2011,11734,210,20073,54,0,704656,23523,861377,363444,337756,704129,365738,337027,363476,321805
126,200,14423,2124,11875,209,21588,53,0,182672,173110,488061,262864,789067,380421,525156,391811,431196,420271
127,200,29524,3151,17966,212,20395,54,0,105230,376106,842070,513144,105804,376389,837739,513472,612886,729682
128,200,25144,3131,21422,212,20184,54,0,79896,188773,130436,110501,188798,126207,678271,279402,232699,341330
129,200,20704,2716,17393,208,17891,53,0,769300,613690,288748,898027,8469,258501,57849,902553,870524,427298
130,200,25580,3214,21791,214,22091,55,0,983491,584224,245332,139770,976760,20849,515221,87631,325241,88674
131,200,19886,2922,16429,213,19759,54,0,913076,318210,320461,290376,321274,914293,651721,789967,301771,319674
132,200,22129,3312,18245,212,22001,54,0,9218,168935,525673,595358,17169,595532,383903,140403,833179,880323
133,200,20594,3054,16997,206,21875,53,0,680650,120339,123866,34306,34307,690145,648967,300130,937314,680648
134,200,17407,2352,14554,216,18153,55,0,134221,716879,713854,989765,648730,673214,6648,667549,247071,610011
135,200,15182,2227,12481,210,20426,54,0,76517,925968,373148,822908,927903,468233,296320,297365,296733,77605
136,200,14312,1991,11885,209,20631,53,0,344680,719246,437150,719156,516540,529246,511522,498095,365821,694054
137,200,13593,1993,11174,209,21547,53,0,488577,455363,496085,644274,140019,66519,171299,501998,404841,235824
138,200,18286,2718,15078,209,19356,53,0,9036,8812,138980,129963,171064,240491,362563,120109,611881,401243
139,200,16557,2362,13719,214,20912,55,0,524261,58893,813949,780464,193257,272073,152581,494414,59148,350759
140,200,20522,3112,16867,209,20745,53,0,153612,978117,539012,967054,154106,967389,978210,781138,574823,83225
141,200,16243,2032,13750,213,17475,54,0,633090,633749,135686,541996,199728,278544,136874,972752,982295,280832
142,200,16692,2647,13560,211,21548,54,0,519620,870286,319064,15567,619624,319835,465269,200957,265235,320828
143,200,13764,1704,11648,213,18346,54,0,176839,201277,265555,582430,320224,501313,291380,500488,51236,316162
144,200,13387,1805,11190,208,18847,53,0,652311,995681,500368,787124,370172,735568,665726,798775,504253,800660
145,200,13399,1805,11192,212,18572,54,0,334524,766750,953965,652357,25321,290244,504743,341145,894936,128986
146,200,13619,2004,11200,206,20618,53,0,9346,9227,95554,641737,95379,50861,878513,506495,887866,327722
147,200,15339,2245,12640,209,19882,53,0,878059,668414,913130,515741,842512,711700,677800,546632,516085,943305
148,200,14099,2189,11461,209,19755,53,0,457569,928736,113668,460190,508579,98120,782871,256702,929735,555134
149,200,13774,1931,11428,211,19185,54,0,9481,9180,582610,413350,260780,581837,38526,158989,89064,150491
150,200,17234,2622,14135,210,21758,54,0,440119,351572,726497,82182,726294,695032,179081,369355,670663,140883
151,200,13758,1567,11779,213,16780,54,0,429941,675797,762862,539442,675192,886491,676784,674471,429497,827138
152,200,12956,1809,10744,208,18388,53,0,648210,647906,779082,914069,647065,534666,604098,252269,713887,412577
153,200,14752,2006,12310,212,19910,54,0,859750,343206,346474,652203,806975,879879,560845,144584,522530,76979
154,200,13055,1839,10815,213,19607,54,0,57520,148982,185664,496360,959163,492552,493254,820394,138946,320347
155,200,15207,2342,12414,213,22578,54,0,9298,9512,8718,781178,158276,158188,485535,822657,158234,549422
156,200,14481,2043,11983,212,21045,54,0,487346,617990,485029,390946,397108,482986,615205,257560,615031,400955
157,200,14453,2177,11841,208,21995,53,0,20892,572919,730552,20963,20863,128913,112038,823575,509911,284134
158,200,14436,2234,11779,212,22114,54,0,482561,535158,688232,688,165418,469889,214886,616115,429712,573344
159,200,15860,2277,13127,210,21522,54,0,514333,396402,75954,741661,690373,392483,841484,73681,584265,976279
160,200,17669,2757,14421,210,21399,54,0,834181,228440,685960,833334,845807,67744,398352,635122,569836,948041
161,200,14636,2126,12066,213,21238,54,0,695379,151231,895337,635264,676254,481870,284791,480360,779178,84539
162,200,19658,2893,16226,208,21902,54,0,468128,182366,490102,679034,917518,113031,467690,287966,376226,376004
163,200,20274,2945,16769,212,21484,54,0,609734,234367,603373,367097,366857,603401,544536,392887,959092,725890
164,200,13434,1953,11078,212,20420,54,0,528519,237786,772193,302990,929263,528439,458246,822077,365308,833895
165,200,14678,2060,12192,213,19469,54,0,681938,886174,522106,905528,993999,36645,911256,538689,906178,681841
166,200,16002,2323,13208,209,20535,53,0,734397,908654,204246,268524,165199,908742,107773,860598,293083,679958
167,200,35914,2412,32991,210,20400,54,0,23724,530237,426541,737211,392029,245995,548516,529906,528815,469824
168,200,13847,1884,11555,212,19992,54,0,762024,762136,212429,998002,762748,762156,219599,645380,837441,923986
169,200,13166,1773,10997,209,20071,53,0,566915,910933,566958,88190,567110,616341,239179,283734,404139,472403
170,200,13514,1889,11229,213,20557,54,0,670975,842018,664297,535797,831273,832706,681753,797773,83761,196049
171,200,13163,1898,10871,211,20859,54,0,600558,843299,20536,842359,470543,619082,843868,387543,404768,635283
172,200,13576,2013,11168,212,21909,54,0,529003,371825,208287,231195,258074,368052,872496,441293,232236,104909
173,200,14798,2040,12329,212,21072,55,0,428155,748530,748927,422243,819561,819826,454897,295224,906217,3104
174,200,13698,1830,11446,213,19081,54,0,833112,443575,443608,851311,950911,837292,444889,837395,950202,851522
175,200,13377,1928,11062,213,20867,54,0,377175,22124,151883,152292,69986,822694,69056,431798,226458,949242
176,200,14319,2136,11760,209,20960,53,0,820221,496033,224792,224902,932229,225426,225251,869316,543644,932534
177,200,13675,2083,11165,213,21158,54,0,620366,741023,620702,845770,795777,217914,804110,408090,391453,628248
178,200,13588,1975,11207,209,20517,53,0,583981,583826,731164,21085,228797,25613,548761,279390,175963,584334
179,200,14635,2224,11991,211,22012,54,0,803291,800931,21890,68600,965132,689911,712737,165995,706013,52510
180,200,17507,2388,14619,210,18900,54,0,854496,498256,461174,35442,671651,770029,13423,663041,995881,83230
181,200,17817,2763,14570,212,21634,54,0,431712,782155,68985,30852,431014,711092,680076,710543,534018,502226
182,200,24000,2985,20447,213,19894,54,0,257067,17429,702825,433152,533829,209255,78588,302256,821526,493810
183,200,21958,2603,18846,209,20817,53,0,562172,286625,204181,268459,773315,249573,342788,231174,229571,708104
184,200,19760,2853,16351,209,19858,53,0,981160,542985,618141,13598,876950,337995,1124,240780,377607,594821
185,200,19565,2467,16577,213,17279,54,0,558528,767958,423669,558443,38983,38025,423875,37772,37770,38960
186,200,17111,2347,14293,212,18112,54,0,582253,743254,428262,854015,953116,906308,428097,783310,910824,816059
187,200,26029,3188,22284,213,21473,54,0,631251,396533,143354,682001,426174,764119,60259,517693,811725,284762
188,200,15332,2454,12404,211,19385,54,0,305247,698507,698652,689038,300705,217817,410830,859781,947304,606836
189,200,15249,2085,12709,209,19459,53,0,248392,211517,248477,618823,146177,211589,32117,212011,249309,862569
190,200,12889,1600,10912,211,16992,54,0,634404,406025,975372,15906,226829,583526,199728,278544,974869,898977
191,200,16556,2391,13692,214,21415,55,0,374554,238307,142982,975784,519356,158907,597831,680227,992478,228441
192,200,15327,2323,12552,209,22430,53,0,565433,364149,821073,220823,590669,821077,431352,175470,180482,438788
193,200,18349,2741,15083,210,19852,54,0,207969,831193,332268,334419,761200,374022,141642,772315,194917,273733
194,200,14844,2171,12225,209,21065,53,0,33867,525288,841031,31028,393359,97061,526083,974394,194757,273573
195,200,17608,2638,14475,210,21219,54,0,792136,415766,645632,645427,490719,458623,162423,792672,404231,919940
196,200,15013,2347,12213,210,21778,54,0,169281,983007,193669,272485,320491,253601,248209,933033,33815,825597
197,200,13441,1935,11106,209,20762,53,0,7491,844554,156627,532848,515010,981510,206386,270664,515359,513537
198,200,13310,1679,11243,213,16915,54,0,834062,648444,833609,610175,132792,755769,755369,566905,836243,830489
199,200,14477,2180,11854,208,22269,53,0,806918,380346,723121,978419,806685,432124,466897,731030,735990,808592
200,200,13595,2004,11131,213,21097,54,0,88826,87999,254218,210612,84252,306673,581741,524612,327667,307802
201,200,14943,2147,12366,213,20389,54,0,225982,967074,164031,678815,626551,485927,505328,402116,795271,486343
202,200,14414,2172,11786,214,21633,55,0,322843,529532,551007,860961,242719,258159,413500,216986,88564,482184
203,200,13729,1917,11384,209,18677,53,0,20723,309992,94807,94939,935790,94940,256502,900561,448984,969871
204,200,13028,1781,10846,209,19344,53,0,324884,601658,780277,696040,803306,934511,895306,473548,367461,314013
205,200,13086,1842,10843,209,19648,53,0,764342,883356,33423,491364,248672,350069,522299,522859,819596,231419
206,200,13226,1665,11167,217,18916,55,0,964228,385176,670560,678098,972319,663573,986871,904984,216622,52155
207,200,14060,2012,11632,212,20053,54,0,620044,141565,978375,334090,177465,760476,287568,403912,344547,759524
208,200,14305,1981,11893,218,19322,56,0,824844,824960,942410,734364,252614,35826,833311,825109,997169,251682
209,200,14265,1887,11961,213,18378,54,0,855136,467245,537121,571615,914601,537543,560545,54664,422219,54501
210,200,15041,2347,12253,210,22326,54,0,176331,658774,136554,866152,629141,33937,371960,419098,151619,434905
211,200,14042,1873,11749,209,18518,53,0,947639,580306,335063,124893,231688,606225,237287,55802,450517,237223
212,200,14953,2106,12402,213,19048,54,0,902479,902143,335064,902120,319089,475278,416900,117015,118464,714762
213,200,14572,1987,12167,210,21269,54,0,193524,272340,690484,174614,85685,174609,723992,396975,667873,30440
214,200,13201,1990,10795,209,21555,53,0,160527,160191,185213,886274,980337,370054,288523,618029,146269,74352
215,200,14192,1873,11895,208,18840,53,0,960303,141037,160535,593979,556900,177663,825014,653127,878619,446595
216,200,13931,1956,11559,212,21930,54,0,744151,398678,11289,87467,209790,205897,270175,403310,209530,696297
217,200,13702,1991,11318,212,21961,54,0,170149,231273,389900,261699,151711,106282,735157,12439,200851,265129
218,200,13945,1970,11543,208,21524,53,0,924968,925390,726289,308815,433287,208924,441159,293798,751121,262380
219,200,13107,1780,10926,212,20518,54,0,200181,264459,562041,199811,264089,191485,803140,191610,561222,13183
220,200,14101,2039,11652,212,21083,54,0,510083,289153,247600,838771,19402,843279,907107,906878,377743,230252
221,200,14022,2129,11487,209,21651,53,0,494574,501735,688874,748670,797153,280029,433642,819850,682184,925025
222,200,14060,1938,11694,212,21540,54,0,484703,408775,168684,229417,162401,158929,177715,112365,230648,685039
223,200,13186,1977,10799,209,21764,53,0,687256,69315,59303,997462,402733,813694,704574,705800,629539,950268
224,200,13077,1855,10818,210,20176,54,0,922838,167790,10756,166882,226737,907595,240719,457621,861852,935250
225,200,13497,2019,11078,210,22858,54,0,351372,297458,19911,529683,293821,318242,78465,161209,529860,106416
226,200,14351,2163,11749,208,21441,53,0,484673,483597,482149,486746,687490,400579,965379,694227,403427,582790
227,200,14697,2252,12006,214,22321,55,0,176263,176615,790597,922047,698979,287617,922909,757354,698629,978016
228,200,14334,1996,11876,209,20635,53,0,663045,301488,172105,32190,134766,332275,31509,588623,256466,84582
229,200,12981,1884,10702,207,19955,53,0,165096,960954,164996,183717,333749,585729,148896,624551,398319,783216
230,200,13285,1742,11162,213,18910,54,0,422219,422138,467278,807848,467257,467276,6163,441108,6407,375158
231,200,14988,2076,12472,213,20243,55,0,460147,284578,492037,240621,283219,386331,341948,21210,808224,808449
232,200,14988,1827,12716,212,17479,54,0,779083,779019,778916,799881,685140,782518,556944,770184,685735,778858
233,200,13812,2047,11352,211,21154,54,0,711339,208868,209494,710027,248660,208748,215205,329288,964005,710123
234,200,14299,1991,11876,213,20144,54,0,822700,540293,579291,367084,310,344325,162208,214558,709316,579119
235,200,14546,2060,12065,213,19384,54,0,46576,290821,893285,623837,923041,893019,501740,836337,198846,277662
236,200,19523,2806,16186,210,18718,54,0,904857,478875,912576,846890,637283,411898,637459,476216,81930,82132
237,200,16016,2262,13286,211,20112,54,0,587328,586504,870134,713024,861757,97447,402542,116616,424863,928584
238,200,18641,2820,15297,209,20943,53,0,89978,88023,596468,567,596526,551459,982912,694637,15513,877506
239,200,23549,3173,19812,210,21314,54,0,604041,822791,796180,932408,603916,869182,660419,563813,278897,73574
240,200,25893,3084,22229,213,19306,54,0,480326,982648,43368,44301,490842,983015,282585,44719,608001,42890
241,200,21120,3193,17334,212,21619,54,0,958347,90102,324654,597793,584392,921855,569106,131838,233914,976124
242,200,14599,2109,12039,208,21978,53,0,844991,776246,21635,697109,711630,161623,128532,195010,273826,98532
243,200,21482,3062,17852,212,21035,55,0,182827,10747,827581,978134,890304,884386,148224,226838,965521,784323
244,200,13301,1928,10959,209,21580,53,0,556948,604048,284252,609785,663012,406297,147091,19047,106957,245970
245,200,13559,1984,11154,209,20425,53,0,116311,323689,230215,434088,730679,694973,160967,434845,63740,465579
246,200,15229,2362,12405,209,21852,53,0,833526,512049,231240,299638,225309,325821,623261,69176,391064,916769
247,200,13725,1841,11469,214,20081,55,0,739752,734700,564732,247455,747456,745333,479537,421934,947636,328288
248,200,14851,2143,12203,208,22338,53,0,806419,88525,738796,59376,490414,925679,60242,496227,59744,19974
249,200,13788,2023,11359,205,21257,52,0,809232,30916,615284,521584,428917,24901,532502,968350,97784,966956
250,200,13033,1940,10685,207,21746,53,0,750376,150126,749492,746828,149589,166034,603950,727942,972522,996673
251,200,14999,2286,12256,212,22869,55,0,2322,793416,700373,701125,226518,400771,378225,164061,403935,533785
252,200,14976,2101,12436,209,21317,53,0,376113,376336,170766,725182,352869,934030,573322,933861,134586,530286
253,200,14098,2011,11677,211,19294,54,0,776650,342087,714071,375001,967506,665822,603841,343419,664917,608522
254,200,14472,2127,11900,209,22139,53,0,131391,844222,749275,750970,467440,836823,131220,836434,261397,523546
255,200,12671,1893,10377,209,20712,53,0,518664,879255,185915,44736,890900,184837,304226,401531,779699,357182
256,200,13649,2064,11108,212,21935,54,0,460828,860383,565548,78261,420345,566084,109006,551117,519226,519231
257,200,13168,1920,10852,207,21758,53,0,308002,436552,284691,361179,481090,950535,435393,582411,33290,324731
258,200,14422,2024,11980,212,20148,54,0,318116,432985,692171,436309,432160,129269,253890,809019,399745,838975
259,200,17091,2615,13994,213,21773,54,0,795030,337664,177287,846635,748669,451523,389994,339348,799489,338001
260,200,13748,1973,11372,209,19868,53,0,833728,848188,288542,339908,567610,559016,560274,291363,612547,258839
261,200,14115,2038,11655,210,21416,54,0,171774,803533,865588,863653,176943,665710,360983,173087,932959,729107
262,200,13521,1949,11140,210,22387,54,0,122505,396308,524446,208680,895502,181091,195645,274461,895426,782249
263,200,13634,1719,11522,213,17749,54,0,701190,687323,687574,584657,173002,424200,994248,856372,88691,771309
264,200,13875,1935,11537,213,19519,54,0,562339,622199,621828,722699,762870,772262,900579,333538,786265,517356
265,200,21057,1573,19089,212,16665,54,0,734391,133862,8999,161126,118643,47531,994371,676056,767346,767215
